epoch,step,train_loss_epoch,train_loss_step,val_loss
0,49,,0.6689074635505676,
0,99,,0.6776237487792969,
0,149,,0.6492859125137329,
0,199,,0.638532280921936,
0,249,,0.6305821537971497,
0,299,,0.6167992949485779,
0,349,,0.6237543225288391,
0,399,,0.6124219298362732,
0,449,,0.5973061323165894,
0,499,,0.5894381999969482,
0,549,,0.6079745888710022,
0,599,,0.6158718466758728,
0,649,,0.5484498739242554,
0,699,,0.5869404673576355,
0,749,,0.6183856725692749,
0,799,,0.5806534886360168,
0,849,,0.5823719501495361,
0,899,,0.5955649614334106,
0,949,,0.5673904418945312,
0,999,,0.591978907585144,
0,1049,,0.5745832324028015,
0,1099,,0.5654190182685852,
0,1149,,0.5597402453422546,
0,1199,,0.5518961548805237,
0,1249,,0.5515714287757874,
0,1299,,0.5010809898376465,
0,1349,,0.48797932267189026,
0,1399,,0.5497390031814575,
0,1449,,0.4611366093158722,
0,1499,,0.43229541182518005,
0,1549,,0.4488227069377899,
0,1599,,0.43265628814697266,
0,1649,,0.38390228152275085,
0,1699,,0.34099337458610535,
0,1749,,0.39753270149230957,
0,1799,,0.39656656980514526,
0,1849,,0.38244500756263733,
0,1899,,0.36464986205101013,
0,1949,,0.3146722614765167,
0,1999,,0.33978551626205444,
0,2049,,0.3168078064918518,
0,2099,,0.3053840696811676,
0,2149,,0.3293323218822479,
0,2199,,0.3171581029891968,
0,2249,,0.2852384150028229,
0,2299,,0.28903865814208984,
0,2349,,0.2889100909233093,
0,2399,,0.25731146335601807,
0,2449,,0.22585193812847137,
0,2499,,0.24324730038642883,
0,2549,,0.27017274498939514,
0,2599,,0.24094092845916748,
0,2649,,0.23172636330127716,
0,2699,,0.20534424483776093,
0,2749,,0.2802880108356476,
0,2799,,0.20207561552524567,
0,2849,,0.21664221584796906,
0,2899,,0.2572675347328186,
0,2949,,0.18741294741630554,
0,2999,,0.17474137246608734,
0,3049,,0.18670505285263062,
0,3099,,0.17625059187412262,
0,3149,,0.15423709154129028,
0,3199,,0.13702456653118134,
0,3249,,0.1823478490114212,
0,3299,,0.16864417493343353,
0,3349,,0.13686875998973846,
0,3399,,0.1171843484044075,
0,3449,,0.17752160131931305,
0,3499,,0.15154653787612915,
0,3549,,0.14218354225158691,
0,3599,,0.15925197303295135,
0,3649,,0.12001139670610428,
0,3699,,0.15289999544620514,
0,3749,,0.19480809569358826,
0,3799,,0.13536497950553894,
0,3849,,0.11786238849163055,
0,3899,,0.12974189221858978,
0,3949,,0.14271140098571777,
0,3999,,0.16013841331005096,
0,4049,,0.12746666371822357,
0,4099,,0.13505183160305023,
0,4149,,0.12548165023326874,
0,4199,,0.12722168862819672,
0,4249,,0.13262632489204407,
0,4299,,0.13541902601718903,
0,4349,,0.12377989292144775,
0,4399,,0.11905107647180557,
0,4449,,0.12075798213481903,
0,4499,,0.15814658999443054,
0,4549,,0.13469132781028748,
0,4599,,0.14071601629257202,
0,4649,,0.12705808877944946,
0,4699,,0.15195606648921967,
0,4749,,0.1694248765707016,
0,4799,,0.11281488835811615,
0,4849,,0.09977320581674576,
0,4899,,0.1038784608244896,
0,4949,,0.12216147780418396,
0,4999,,0.11964709311723709,
0,5049,,0.11980345100164413,
0,5099,,0.09321320801973343,
0,5149,,0.11077607423067093,
0,5199,,0.11326512694358826,
0,5249,,0.12040987610816956,
0,5299,,0.10987313091754913,
0,5349,,0.1275690197944641,
0,5399,,0.1333008110523224,
0,5449,,0.11249875277280807,
0,5499,,0.10821262001991272,
0,5549,,0.11086280643939972,
0,5599,,0.10991518944501877,
0,5649,,0.10894276946783066,
0,5699,,0.12447398155927658,
0,5749,,0.092387855052948,
0,5799,,0.10403723269701004,
0,5849,,0.12323439866304398,
0,5899,,0.11648282408714294,
0,5949,,0.11427934467792511,
0,5999,,0.10274333506822586,
0,6049,,0.10248137265443802,
0,6099,,0.0944165363907814,
0,6149,,0.11312215030193329,
0,6199,,0.11783217638731003,
0,6249,,0.12311185896396637,
0,6299,,0.10140267014503479,
0,6349,,0.14301592111587524,
0,6399,,0.11471442878246307,
0,6449,,0.11229504644870758,
0,6499,,0.10951095819473267,
0,6549,,0.11862701922655106,
0,6599,,0.1271309107542038,
